region,years,cif_built,cif_withdrawn
CAISO,2.023271731690623,0.005571030640668523,0.5495423796259461
CAISO,2.026009582477755,0.005571030640668523,0.5499403103859939
CAISO,2.0314852840520192,0.005571030640668523,0.5519299641862326
CAISO,2.0342231348391513,0.005571030640668523,0.5535216872264237
CAISO,2.0396988364134154,0.005571030640668523,0.5543175487465192
CAISO,2.0424366872005475,0.005571030640668523,0.554715479506567
CAISO,2.0451745379876796,0.005571030640668523,0.5559092717867102
CAISO,2.0533880903490758,0.005571030640668523,0.556307202546758
CAISO,2.0561259411362083,0.005571030640668523,0.5575009948269013
CAISO,2.0670773442847366,0.005571030640668523,0.5586947871070446
CAISO,2.0725530458590007,0.005571030640668523,0.55949064862714
CAISO,2.078028747433265,0.0059689614007162745,0.5602865101472355
CAISO,2.080766598220397,0.0059689614007162745,0.5606844409072833
CAISO,2.083504449007529,0.0059689614007162745,0.5610823716673311
CAISO,2.086242299794661,0.0059689614007162745,0.5614803024273789
CAISO,2.088980150581793,0.0059689614007162745,0.5622761639474744
CAISO,2.0917180013689256,0.0059689614007162745,0.5646637485077609
CAISO,2.0944558521560577,0.0059689614007162745,0.5670513330680474
CAISO,2.102669404517454,0.0059689614007162745,0.5682451253481907
CAISO,2.105407255304586,0.0059689614007162745,0.569438917628334
CAISO,2.11088295687885,0.0059689614007162745,0.5706327099084773
CAISO,2.116358658453114,0.0059689614007162745,0.571030640668525
CAISO,2.1190965092402463,0.0059689614007162745,0.5722244329486683
CAISO,2.1245722108145104,0.0059689614007162745,0.5726223637087161
CAISO,2.1492128678986995,0.006366892160764026,0.5726223637087161
CAISO,2.1519507186858315,0.006366892160764026,0.5730202944687639
CAISO,2.1765913757700206,0.006366892160764026,0.5734182252288117
CAISO,2.1820670773442847,0.006366892160764026,0.5738161559888595
CAISO,2.184804928131417,0.006366892160764026,0.574612017508955
CAISO,2.21492128678987,0.006366892160764026,0.5758058097890982
CAISO,2.217659137577002,0.006366892160764026,0.576203740549146
CAISO,2.242299794661191,0.006366892160764026,0.5766016713091938
CAISO,2.2861054072553046,0.006764822920811778,0.5766016713091938
CAISO,2.299794661190965,0.006764822920811778,0.5769996020692416
CAISO,2.302532511978097,0.006764822920811778,0.5773975328292894
CAISO,2.327173169062286,0.007162753680859529,0.5773975328292894
CAISO,2.3381245722108144,0.007162753680859529,0.5777954635893372
CAISO,2.3436002737850785,0.007162753680859529,0.578193394349385
